# energy dos(up) dos(down)
-2.209689999999999799e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.208439999999999870e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.207199999999999918e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.205959999999999965e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.204720000000000013e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.203480000000000061e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.202239999999999753e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.200999999999999801e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.199759999999999849e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.198509999999999920e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.197269999999999968e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.196030000000000015e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.194790000000000063e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.193549999999999756e+01 3.716519117598479317e-09 -3.716519117598479317e-09
-2.192309999999999803e+01 2.080924713310015063e-08 -2.080924713310015063e-08
-2.191069999999999851e+01 8.603398952219120735e-08 -8.603398952219120735e-08
-2.189829999999999899e+01 3.011934172554781796e-07 -3.049099363730766424e-07
-2.188579999999999970e+01 9.397531501809816909e-07 -9.568458781964835574e-07
-2.187340000000000018e+01 2.680279837732678848e-06 -2.734355022768975185e-06
-2.186100000000000065e+01 7.093341944575676651e-06 -7.246073630909663641e-06
-2.184859999999999758e+01 1.761435837905344119e-05 -1.800596570076516440e-05
-2.183619999999999806e+01 4.136373636627334012e-05 -4.229284269639868577e-05
-2.182379999999999853e+01 9.238477009300012622e-05 -9.445517996257793718e-05
-2.181139999999999901e+01 1.971106973410632728e-04 -2.014703393710327482e-04
-2.179899999999999949e+01 4.030923682397998952e-04 -4.118069504277652648e-04
-2.178650000000000020e+01 7.921507102133635257e-04 -8.087584540854097061e-04
-2.177410000000000068e+01 1.498980506827505112e-03 -1.529232167234716687e-03
-2.176169999999999760e+01 2.735603911611466516e-03 -2.788388694572247525e-03
-2.174929999999999808e+01 4.820759472396587975e-03 -4.909148633970686175e-03
-2.173689999999999856e+01 8.211213758330761225e-03 -8.353452796194881652e-03
-2.172449999999999903e+01 1.352914366919114389e-02 -1.374936601587248980e-02
-2.171209999999999951e+01 2.157684585200551897e-02 -2.190517123650632253e-02
-2.169969999999999999e+01 3.332802667840231714e-02 -3.379969442715823058e-02
-2.168730000000000047e+01 4.988541709913213440e-02 -5.053869149395742721e-02
-2.167479999999999762e+01 7.239901352923631961e-02 -7.327181607990494727e-02
-2.166239999999999810e+01 1.019487163486007542e-01 -1.030743272415352574e-01
-2.164999999999999858e+01 1.394087567683579554e-01 -1.408114488644941209e-01
-2.163759999999999906e+01 1.853260786360762802e-01 -1.870179339160765175e-01
-2.162519999999999953e+01 2.398552223760083424e-01 -2.418356135562318432e-01
-2.161280000000000001e+01 3.027921585156972961e-01 -3.050510929557961881e-01
-2.160040000000000049e+01 3.737339470974818667e-01 -3.762596949947170089e-01
-2.158800000000000097e+01 4.523594985078172037e-01 -4.551496229287003148e-01
-2.157549999999999812e+01 5.387845859643420887e-01 -5.418580908916331706e-01
-2.156309999999999860e+01 6.339040413876447788e-01 -6.373112186867381235e-01
-2.155069999999999908e+01 7.396120520075649685e-01 -7.434383976324824284e-01
-2.153829999999999956e+01 8.588020971795253811e-01 -8.631636513083255080e-01
-2.152590000000000003e+01 9.950958147696991052e-01 -1.000125419224715984e+00
-2.151350000000000051e+01 1.152324060071176381e+00 -1.158150627720693437e+00
-2.150110000000000099e+01 1.333858604248442381e+00 -1.340583671530589438e+00
-2.148869999999999791e+01 1.541939611900306817e+00 -1.549616207811497448e+00
-2.147619999999999862e+01 1.777141026725900241e+00 -1.785758885627239501e+00
-2.146379999999999910e+01 2.038061534401781838e+00 -2.047540205252013301e+00
-2.145139999999999958e+01 2.321243558650606609e+00 -2.331432019969164937e+00
-2.143900000000000006e+01 2.621242914155446524e+00 -2.631922259438657541e+00
-2.142660000000000053e+01 2.930735072237462102e+00 -2.941620679050140019e+00
-2.141420000000000101e+01 3.240572721836231462e+00 -3.251314494533975807e+00
-2.140179999999999794e+01 3.539798805364298584e+00 -3.549981823021529426e+00
-2.138939999999999841e+01 3.815735872800472883e+00 -3.824887601735790454e+00
-2.137689999999999912e+01 4.054363693012693837e+00 -4.061975822655161217e+00
-2.136449999999999960e+01 4.241209288611859307e+00 -4.246780813145779376e+00
-2.135210000000000008e+01 4.362875560440234501e+00 -4.365978216671900114e+00
-2.133970000000000056e+01 4.409134341218571507e+00 -4.409493317948472324e+00
-2.132730000000000103e+01 4.375260932066884934e+00 -4.372835215633040562e+00
-2.131489999999999796e+01 4.264077150083974033e+00 -4.259118417890306318e+00
-2.130249999999999844e+01 4.087090109918824155e+00 -4.080159513319310705e+00
-2.129009999999999891e+01 3.864221990399460793e+00 -3.856151477827425289e+00
-2.127769999999999939e+01 3.621916228069591348e+00 -3.613713726462423281e+00
-2.126520000000000010e+01 3.389803115452109772e+00 -3.382515361275712173e+00
-2.125280000000000058e+01 3.196493289441763697e+00 -3.191051867380409579e+00
-2.124039999999999750e+01 3.065320559581458326e+00 -3.062402045648310978e+00
-2.122799999999999798e+01 3.010898392668288626e+00 -3.010827029270960242e+00
-2.121559999999999846e+01 3.037177202470192405e+00 -3.039888818636685919e+00
-2.120319999999999894e+01 3.137346857993868365e+00 -3.142418937899960962e+00
-2.119079999999999941e+01 3.295516649481087690e+00 -3.302254951353924994e+00
-2.117839999999999989e+01 3.489728629476632982e+00 -3.497289311128414901e+00
-2.116590000000000060e+01 3.695607954687493368e+00 -3.703128160304761884e+00
-2.115349999999999753e+01 3.889878472316911751e+00 -3.896589101531118260e+00
-2.114109999999999800e+01 4.053083006629860208e+00 -4.058384333626099405e+00
-2.112869999999999848e+01 4.171110251550805614e+00 -4.174602300442950664e+00
-2.111629999999999896e+01 4.235469975730294045e+00 -4.236941902748542432e+00
-2.110389999999999944e+01 4.242578897598591858e+00 -4.241971444388580537e+00
-2.109149999999999991e+01 4.192528265747084149e+00 -4.189887830666739532e+00
-2.107910000000000039e+01 4.087842879445293676e+00 -4.083283742956144380e+00
-2.106659999999999755e+01 3.932609629068160473e+00 -3.926293564498734234e+00
-2.105419999999999803e+01 3.732112603604922363e+00 -3.724245600900553566e+00
-2.104179999999999851e+01 3.492860633215958188e+00 -3.483698639031674205e+00
-2.102939999999999898e+01 3.222729326148609630e+00 -3.212581611373819701e+00
-2.101699999999999946e+01 2.930918893674643755e+00 -2.920139795231140312e+00
-2.100459999999999994e+01 2.627544050461574354e+00 -2.616509994973827968e+00
-2.099220000000000041e+01 2.322860423776792693e+00 -2.311936226048508125e+00
-2.097980000000000089e+01 2.026305821655689954e+00 -2.015809211112312038e+00
-2.096729999999999805e+01 1.745622208911185691e+00 -1.735796530858136233e+00
-2.095489999999999853e+01 1.486297602167244492e+00 -1.477299531244255171e+00
-2.094249999999999901e+01 1.251449713951785725e+00 -1.243353522819721890e+00
-2.093009999999999948e+01 1.042123160532260062e+00 -1.034937757588615170e+00
-2.091769999999999996e+01 8.578521250307691304e-01 -8.515440025058154117e-01
-2.090530000000000044e+01 6.972910640022739193e-01 -6.918059974281590696e-01
-2.089290000000000092e+01 5.587420444591024715e-01 -5.540205904121925373e-01
-2.088049999999999784e+01 4.404835464344764584e-01 -4.364686173262536384e-01
-2.086809999999999832e+01 3.408930473476825540e-01 -3.375308082525378950e-01
-2.085559999999999903e+01 2.584211037628151852e-01 -2.556580917320507296e-01
-2.084319999999999951e+01 1.915013239653335364e-01 -1.892808776483580757e-01
-2.083079999999999998e+01 1.384709899031382474e-01 -1.367312167176367999e-01
-2.081840000000000046e+01 9.754583045154498200e-02 -9.621997836454047881e-02
-2.080600000000000094e+01 6.685730273191778372e-02 -6.587627514456612099e-02
-2.079359999999999786e+01 4.453483986433730279e-02 -4.383086735040184201e-02
-2.078119999999999834e+01 2.880408639066648138e-02 -2.831444911570323020e-02
-2.076879999999999882e+01 1.807379833726693169e-02 -1.774371348994131792e-02
-2.075629999999999953e+01 1.099366010657105812e-02 -1.077788209686979595e-02
-2.074390000000000001e+01 6.477108373454013891e-03 -6.340208630978992968e-03
-2.073150000000000048e+01 3.693013965728797043e-03 -3.608614700300749253e-03
-2.071910000000000096e+01 2.035621753486824628e-03 -1.984995184149538749e-03
-2.070669999999999789e+01 1.083419913692926185e-03 -1.053835416487904422e-03
-2.069429999999999836e+01 5.559326766371416916e-04 -5.390787254723378207e-04
-2.068189999999999884e+01 2.745030770431458947e-04 -2.651439975409037946e-04
-2.066949999999999932e+01 1.301131320557987836e-04 -1.250544308705547967e-04
-2.065700000000000003e+01 5.901918673670116709e-05 -5.636445361775450165e-05
-2.064460000000000051e+01 2.551795641117824776e-05 -2.417059809562009234e-05
-2.063220000000000098e+01 1.046155365446624224e-05 -9.803839759396522347e-06
-2.061979999999999791e+01 4.039539202319199856e-06 -3.730336621375200717e-06
-2.060739999999999839e+01 1.455296436563500583e-06 -1.317303954028560065e-06
-2.059499999999999886e+01 4.821673889577618423e-07 -4.242098637984633278e-07
-2.058259999999999934e+01 1.438256936760853187e-07 -1.202194455531945434e-07
-2.057019999999999982e+01 3.790197514860182525e-08 -2.824228536829710926e-08
-2.055770000000000053e+01 7.433038235196958635e-09 -3.716519117598479317e-09
-2.054530000000000101e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.053289999999999793e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.052049999999999841e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.050809999999999889e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.049569999999999936e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.048329999999999984e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.047090000000000032e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.045850000000000080e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.044599999999999795e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.043359999999999843e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.042119999999999891e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.040879999999999939e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.039639999999999986e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.038400000000000034e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.037160000000000082e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.035919999999999774e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.034669999999999845e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.033429999999999893e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.032189999999999941e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.030949999999999989e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.029710000000000036e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.028470000000000084e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.027229999999999777e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.025989999999999824e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.024739999999999895e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.023499999999999943e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.022259999999999991e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.021020000000000039e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.019780000000000086e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.018539999999999779e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.017299999999999827e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.016059999999999874e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.014809999999999945e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.013569999999999993e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.012330000000000041e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.011090000000000089e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.009849999999999781e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.008609999999999829e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.007369999999999877e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.006129999999999924e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.004889999999999972e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.003640000000000043e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.002400000000000091e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.001159999999999783e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.999919999999999831e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.998679999999999879e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.997439999999999927e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.996199999999999974e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.994960000000000022e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.993710000000000093e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.992469999999999786e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.991229999999999833e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.989989999999999881e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.988749999999999929e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.987509999999999977e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.986270000000000024e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.985030000000000072e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.983779999999999788e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.982539999999999836e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.981299999999999883e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.980059999999999931e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.978819999999999979e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.977580000000000027e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.976340000000000074e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.975099999999999767e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.973849999999999838e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.972609999999999886e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.971369999999999933e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.970129999999999981e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.968890000000000029e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.967650000000000077e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.966409999999999769e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.965169999999999817e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.963929999999999865e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.962679999999999936e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.961439999999999984e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.960200000000000031e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.958959999999999724e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.957719999999999771e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.956479999999999819e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.955239999999999867e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.953999999999999915e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.952749999999999986e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.951510000000000034e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.950270000000000081e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.949030000000000129e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.947790000000000177e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.946549999999999869e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.945309999999999917e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.944069999999999965e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.942820000000000036e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.941580000000000084e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.940340000000000131e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.939100000000000179e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.937859999999999872e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.936619999999999919e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.935379999999999967e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.934140000000000015e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.932890000000000086e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.931650000000000134e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.930410000000000181e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.929169999999999874e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.927929999999999922e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.926689999999999969e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.925450000000000017e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.924210000000000065e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.922970000000000113e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.921720000000000184e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.920479999999999876e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.919239999999999924e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.917999999999999972e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.916760000000000019e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.915520000000000067e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.914280000000000115e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.913040000000000163e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.911789999999999878e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.910549999999999926e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.909309999999999974e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.908070000000000022e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.906830000000000069e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.905590000000000117e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.904350000000000165e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.903109999999999857e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.901859999999999928e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.900619999999999976e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.899380000000000024e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.898140000000000072e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.896900000000000119e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.895660000000000167e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.894419999999999860e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.893179999999999907e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.891939999999999955e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.890690000000000026e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.889450000000000074e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.888210000000000122e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.886970000000000169e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.885729999999999862e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.884489999999999910e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.883249999999999957e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.882010000000000005e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.880760000000000076e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.879520000000000124e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.878280000000000172e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-1.877039999999999864e+01 0.000000000000000000e+00 -0.000000000000000000e+00
